owner,artist,plays,minutes,first_played,last_played,rank_in_owner,shared_by_both
Roman,Adam Lambert,1,0.0,2019-09-12,2019-09-12,2264,True
Roman,Adam Port,1,0.1,2024-09-10,2024-09-10,2265,False
Roman,Adia Victoria,1,0.1,2022-04-24,2022-04-24,2266,False
Roman,Adolescents,1,0.0,2022-02-27,2022-02-27,2267,False
Roman,Adolphus Hailstork,1,2.8,2024-02-24,2024-02-24,2268,False
Roman,Adrenaline Mob,1,0.8,2022-03-12,2022-03-12,2269,False
Roman,Adriatic,1,0.9,2025-12-09,2025-12-09,2270,False
Roman,Aerial,1,0.0,2025-07-04,2025-07-04,2271,False
Roman,Aesop Rock,1,0.6,2022-06-22,2022-06-22,2272,False
Roman,Aesthetic Perfection,1,2.5,2022-03-12,2022-03-12,2273,False
Roman,Aeyes Libe,1,2.3,2026-05-06,2026-05-06,2274,False
Roman,After Dark We Rise,1,0.8,2023-09-23,2023-09-23,2275,False
Roman,After Hour Animals,1,3.3,2023-06-12,2023-06-12,2276,False
Roman,Afterdusk,1,3.5,2025-09-22,2025-09-22,2277,False
Roman,Against the Sun,1,0.1,2025-03-05,2025-03-05,2278,False
Roman,Agnes,1,0.0,2019-09-12,2019-09-12,2279,False
Roman,Aiden Archer,1,2.2,2026-01-21,2026-01-21,2280,False
Roman,Airways,1,3.7,2021-09-13,2021-09-13,2281,False
Roman,Akatsuki no Team,1,2.0,2023-02-06,2023-02-06,2282,False
Roman,Akimbo Beats,1,0.1,2023-06-27,2023-06-27,2283,False
Roman,Alan Jackson,1,0.2,2019-09-10,2019-09-10,2284,False
Roman,Aldo Nova,1,0.2,2022-04-24,2022-04-24,2285,False
Roman,Aleta,1,4.8,2026-03-22,2026-03-22,2286,False
Roman,Alex Sparrow,1,2.3,2025-09-21,2025-09-21,2287,False
Roman,Alex Warren,1,1.2,2024-04-14,2024-04-14,2288,True
Roman,Alexander 23,1,1.2,2023-12-07,2023-12-07,2289,False
Roman,Alexander Scriabin,1,1.8,2024-02-24,2024-02-24,2290,False
Roman,Alexis Munroe,1,0.1,2024-04-01,2024-04-01,2291,False
Roman,Alice Merton,1,0.1,2022-04-10,2022-04-10,2292,False
Roman,Alissa White-Gluz,1,6.9,2025-12-14,2025-12-14,2293,False
Roman,Alkaline Trio,1,0.1,2021-12-24,2021-12-24,2294,False
Roman,All The Damn Vampires,1,0.9,2023-11-27,2023-11-27,2295,False
Roman,Alle Farben,1,0.0,2019-09-12,2019-09-12,2296,False
Roman,Alleviate,1,3.8,2023-11-14,2023-11-14,2297,False
Roman,Allies Always Lie,1,0.1,2020-09-10,2020-09-10,2298,False
Roman,Alligatoah,1,0.4,2024-01-09,2024-01-09,2299,False
Roman,Alluvial,1,0.1,2023-09-18,2023-09-18,2300,False
Roman,Ally Brooke,1,0.3,2019-09-11,2019-09-11,2301,False
Roman,Almost Kings,1,0.9,2022-06-22,2022-06-22,2302,False
Roman,Aly & AJ,1,0.1,2026-04-15,2026-04-15,2303,False
Roman,Amir Ve Ben,1,0.1,2020-08-09,2020-08-09,2304,False
Roman,Amy Beach,1,3.1,2024-02-24,2024-02-24,2305,False
Roman,Amyl and The Sniffers,1,0.1,2022-03-01,2022-03-01,2306,False
Roman,Amythyst Kiah,1,0.1,2022-04-24,2022-04-24,2307,False
Roman,Anaal Nathrakh,1,0.2,2022-04-19,2022-04-19,2308,False
Roman,Analog Bow,1,2.4,2026-01-07,2026-01-07,2309,False
Roman,Anarchy Club,1,1.1,2022-02-25,2022-02-25,2310,False
Roman,Anavae,1,2.1,2022-04-01,2022-04-01,2311,False
Roman,And Hell Followed With,1,0.0,2022-03-20,2022-03-20,2312,False
Roman,Andrew Hulshult,1,0.2,2024-05-08,2024-05-08,2313,False
Roman,Andy Cizek,1,3.5,2025-01-19,2025-01-19,2314,False
Roman,Andy Strider,1,1.6,2025-04-06,2025-04-06,2315,False
Roman,Anette Olzon,1,0.2,2023-06-01,2023-06-01,2316,False
Roman,Anewrage,1,0.0,2020-08-09,2020-08-09,2317,False
Roman,Angel Du$t,1,0.1,2021-09-15,2021-09-15,2318,False
Roman,Angels & Airwaves,1,2.2,2021-09-13,2021-09-13,2319,False
Roman,Anna Blue,1,0.7,2022-03-07,2022-03-07,2320,False
Roman,Anna Clendening,1,0.1,2020-06-18,2020-06-18,2321,False
Roman,Anna-Maria Zimmermann,1,3.1,2019-09-12,2019-09-12,2322,False
Roman,Anthem Lights,1,0.0,2020-08-22,2020-08-22,2323,False
Roman,Anthems Alliance,1,0.2,2019-09-12,2019-09-12,2324,False
Roman,Antoine Fauré,1,2.3,2026-05-06,2026-05-06,2325,False
Roman,Antonio Vivaldi,1,3.2,2024-02-23,2024-02-23,2326,False
Roman,Antrisch,1,0.0,2024-07-09,2024-07-09,2327,False
Roman,Anup Sastry,1,4.7,2023-10-04,2023-10-04,2328,False
Roman,Apartment 26,1,0.1,2023-03-28,2023-03-28,2329,False
Roman,Apricot,1,0.6,2024-11-03,2024-11-03,2330,False
Roman,Aqualine,1,0.1,2022-10-07,2022-10-07,2331,False
Roman,Arion,1,0.7,2022-05-15,2022-05-15,2332,False
Roman,Arkaea,1,0.1,2023-01-22,2023-01-22,2333,False
Roman,Arkángel,1,6.7,2025-09-22,2025-09-22,2334,False
Roman,Arnold Schoenberg,1,3.2,2024-02-24,2024-02-24,2335,False
Roman,Arrested Youth,1,0.2,2021-10-20,2021-10-20,2336,False
Roman,Artik & Asti,1,3.6,2021-09-18,2021-09-18,2337,False
Roman,Arutz Hakibud,1,0.0,2019-09-12,2019-09-12,2338,False
Roman,Aryia,1,0.0,2022-03-04,2022-03-04,2339,False
Roman,As I May,1,0.6,2021-10-12,2021-10-12,2340,False
Roman,As We Divide,1,3.3,2023-12-18,2023-12-18,2341,False
Roman,Ascend The Helix,1,0.1,2024-06-03,2024-06-03,2342,False
Roman,Ash,1,0.1,2022-09-21,2022-09-21,2343,False
Roman,Ashes Of Soma,1,0.8,2022-05-03,2022-05-03,2344,False
Roman,Ashlee Simpson,1,3.6,2026-04-14,2026-04-14,2345,False
Roman,Ashnikko,1,0.1,2022-03-06,2022-03-06,2346,False
Roman,Astrid S,1,0.4,2023-05-07,2023-05-07,2347,False
Roman,At The Gates,1,0.2,2026-04-27,2026-04-27,2348,False
